term	clusteroccurences	genomeoccurences	pvalue	correctedpvalue	oddsratio	group
1070	IPR013650:ATP-grasp fold, succinyl-CoA synthetase-type	0	1	1	1	0	upregulated
1071	IPR013685:Polypeptide-transport-associated, FtsQ-type	0	1	1	1	0	upregulated
1072	IPR013718:COQ9	0	1	1	1	0	upregulated
1073	IPR013735:Transcription factor NusA, N-terminal	0	1	1	1	0	upregulated
1074	IPR013747:3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III, C-terminal	0	1	1	1	0	upregulated
1075	IPR013750:GHMP kinase, C-terminal domain	0	1	1	1	0	upregulated
1076	IPR013751:3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III	0	1	1	1	0	upregulated
1077	IPR013757:Type IIA DNA topoisomerase subunit A, alpha-helical domain	0	1	1	1	0	upregulated
1078	IPR013758:DNA topoisomerase, type IIA, subunit A/ C-terminal, alpha-beta	0	1	1	1	0	upregulated
1079	IPR013759:DNA topoisomerase, type IIA, central domain	0	1	1	1	0	upregulated
1080	IPR013760:DNA topoisomerase, type IIA-like domain	0	2	1	1	0	upregulated
1081	IPR013762:Integrase-like, catalytic domain	0	2	1	1	0	upregulated
1082	IPR013765:DNA recombination and repair protein RecA	0	1	1	1	0	upregulated
1083	IPR013766:Thioredoxin domain	0	3	1	1	0	upregulated
1084	IPR013785:Aldolase-type TIM barrel	0	15	1	1	0	upregulated
1085	IPR013792:RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta	0	1	1	1	0	upregulated
1086	IPR013805:GrpE nucleotide exchange factor, coiled-coil	0	1	1	1	0	upregulated
1087	IPR013810:Ribosomal protein S5, N-terminal	0	1	1	1	0	upregulated
1088	IPR013815:ATP-grasp fold, subdomain 1	0	6	1	1	0	upregulated
1089	IPR013822:Signal recognition particle, SRP54 subunit, helical bundle	0	2	1	1	0	upregulated
1090	IPR013823:Ribosomal protein L7/L12, C-terminal	0	1	1	1	0	upregulated
1091	IPR013824:DNA topoisomerase, type IA, central region, subdomain 1	0	1	1	1	0	upregulated
1092	IPR013825:DNA topoisomerase, type IA, central region, subdomain 2	0	1	1	1	0	upregulated
1093	IPR013826:DNA topoisomerase, type IA, central region, subdomain 3	0	1	1	1	0	upregulated
1094	IPR013839:NAD-dependent DNA ligase, adenylation	0	1	1	1	0	upregulated
1095	IPR013840:NAD-dependent DNA ligase, N-terminal	0	1	1	1	0	upregulated
1096	IPR013842:GTP-binding protein LepA, C-terminal	0	1	1	1	0	upregulated
1097	IPR013848:Methylthiotransferase, N-terminal	0	1	1	1	0	upregulated
1098	IPR013849:DNA helicase, Holliday junction RuvA type, domain I, bacterial	0	1	1	1	0	upregulated
1099	IPR013986:DExx box DNA helicase domain	0	1	1	1	0	upregulated
1101	IPR014004:Transport-associated and nodulation domain, bacteria	0	1	1	1	0	upregulated
1102	IPR014006:Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	0	1	1	1	0	upregulated
1103	IPR014014:RNA helicase, DEAD-box type, Q motif	0	1	1	1	0	upregulated
1104	IPR014016:UvrD-like helicase, ATP-binding domain	0	2	1	1	0	upregulated
1105	IPR014017:UvrD-like DNA helicase, C-terminal	0	2	1	1	0	upregulated
1106	IPR014018:SecA motor DEAD	0	1	1	1	0	upregulated
1107	IPR014025:Glutaredoxin subgroup	0	1	1	1	0	upregulated
1108	IPR014026:UDP-glucose/GDP-mannose dehydrogenase, dimerisation	0	1	1	1	0	upregulated
1109	IPR014027:UDP-glucose/GDP-mannose dehydrogenase, C-terminal	0	1	1	1	0	upregulated
1110	IPR014029:NADH:ubiquinone oxidoreductase, 49kDa subunit, conserved site	0	1	1	1	0	upregulated
1111	IPR014030:Beta-ketoacyl synthase, N-terminal	0	1	1	1	0	upregulated
1112	IPR014031:Beta-ketoacyl synthase, C-terminal	0	1	1	1	0	upregulated
1113	IPR014039:Translation elongation factor EFTs/EF1B, dimerisation	0	1	1	1	0	upregulated
1114	IPR014043:Acyl transferase	0	1	1	1	0	upregulated
1116	IPR014100:GTP-binding protein Obg/CgtA	0	1	1	1	0	upregulated
1117	IPR014148:P-type conjugative transfer protein VirB9	0	2	1	1	0	upregulated
1118	IPR014155:Type IV secretion system protein VirB11	0	1	1	1	0	upregulated
1119	IPR014167:Tol-Pal system beta propeller repeat-containing protein, TolB	0	1	1	1	0	upregulated
1120	IPR014222:Cytochrome c oxidase, subunit II	0	1	1	1	0	upregulated
1121	IPR014241:Cytochrome c oxidase, subunit I bacterial type	0	1	1	1	0	upregulated
1122	IPR014273:Isocitrate dehydrogenase, alphaproteobacteria-type	0	1	1	1	0	upregulated
1123	IPR014284:RNA polymerase sigma-70 like domain	0	3	1	1	0	upregulated
1124	IPR014312:Succinate dehydrogenase, hydrophobic membrane anchor	0	1	1	1	0	upregulated
1125	IPR014314:Succinate dehydrogenase, cytochrome b556 subunit	0	1	1	1	0	upregulated
1126	IPR014358:Enoyl-[acyl-carrier-protein] reductase (NADH)	0	1	1	1	0	upregulated
1127	IPR014434:Monothiol glutaredoxin	0	1	1	1	0	upregulated
1128	IPR014717:Translation elongation factor EF1B/ribosomal protein S6	0	1	1	1	0	upregulated
1129	IPR014719:Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like	0	1	1	1	0	upregulated
1130	IPR014720:Double-stranded RNA-binding domain	0	1	1	1	0	upregulated
1131	IPR014721:Ribosomal protein S5 domain 2-type fold, subgroup	0	10	1	1	0	upregulated
1132	IPR014722:Ribosomal protein L2 domain 2	0	4	1	1	0	upregulated
1133	IPR014724:RNA polymerase Rpb2, OB-fold	0	1	1	1	0	upregulated
1134	IPR014726:Ribosomal protein L2, domain 3	0	1	1	1	0	upregulated
1135	IPR014729:Rossmann-like alpha/beta/alpha sandwich fold	0	14	1	1	0	upregulated
1136	IPR014732:Orotidine 5'-phosphate decarboxylase	0	1	1	1	0	upregulated
1137	IPR014736:Transposase, Tn5-like, core	0	3	1	1	0	upregulated
1138	IPR014746:Glutamine synthetase/guanido kinase, catalytic domain	0	2	1	1	0	upregulated
1139	IPR014758:Methionyl-tRNA synthetase	0	1	1	1	0	upregulated
1140	IPR014762:DNA mismatch repair, conserved site	0	2	1	1	0	upregulated
1141	IPR014790:MutL, C-terminal, dimerisation	0	2	1	1	0	upregulated
1142	IPR014824:Scaffold protein Nfu/NifU, N-terminal	0	1	1	1	0	upregulated
1143	IPR015273:Cysteinyl-tRNA synthetase, class Ia, DALR	0	1	1	1	0	upregulated
1144	IPR015365:Elongation factor P, C-terminal	0	1	1	1	0	upregulated
1145	IPR015405:NADH-quinone oxidoreductase, chain G, C-terminal	0	1	1	1	0	upregulated
1146	IPR015413:Methionyl/Leucyl tRNA synthetase	0	1	1	1	0	upregulated
1147	IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1	0	9	1	1	0	upregulated
1148	IPR015422:Pyridoxal phosphate-dependent transferase, subdomain 2	0	9	1	1	0	upregulated
1149	IPR015424:Pyridoxal phosphate-dependent transferase	0	9	1	1	0	upregulated
1150	IPR015507:Ribosomal RNA large subunit methyltransferase E	0	1	1	1	0	upregulated
1151	IPR015590:Aldehyde dehydrogenase domain	0	1	1	1	0	upregulated
1152	IPR015712:DNA-directed RNA polymerase, subunit 2	0	1	1	1	0	upregulated
1153	IPR015797:NUDIX hydrolase domain-like	0	1	1	1	0	upregulated
1154	IPR015803:Cysteine-tRNA ligase	0	1	1	1	0	upregulated
1155	IPR015807:Histidine-tRNA ligase	0	1	1	1	0	upregulated
1156	IPR015813:Pyruvate/Phosphoenolpyruvate kinase-like domain	0	1	1	1	0	upregulated
1157	IPR015824:Phosphoglycerate kinase, N-terminal	0	1	1	1	0	upregulated
1159	IPR015847:Exoribonuclease, phosphorolytic domain 2	0	1	1	1	0	upregulated
1160	IPR015848:Polyribonucleotide nucleotidyltransferase, RNA-binding domain	0	1	1	1	0	upregulated
1161	IPR015864:FAD synthetase	0	1	1	1	0	upregulated
1162	IPR015865:Riboflavin kinase domain, bacterial/eukaryotic	0	1	1	1	0	upregulated
1163	IPR015866:Serine-tRNA synthetase, type1, N-terminal	0	1	1	1	0	upregulated
1164	IPR015867:Nitrogen regulatory protein PII/ATP phosphoribosyltransferase, C-terminal	0	1	1	1	0	upregulated
1165	IPR015875:IMP dehydrogenase / GMP reductase, conserved site	0	1	1	1	0	upregulated
1166	IPR015886:DNA glycosylase/AP lyase, H2TH DNA-binding	0	1	1	1	0	upregulated
1167	IPR015887:DNA glycosylase/AP lyase, zinc finger domain, DNA-binding site	0	1	1	1	0	upregulated
1168	IPR015889:Intradiol ring-cleavage dioxygenase, core	0	1	1	1	0	upregulated
1169	IPR015911:Phosphoglycerate kinase, conserved site	0	1	1	1	0	upregulated
1170	IPR015927:Peptidase S24/S26A/S26B/S26C	0	1	1	1	0	upregulated
1171	IPR015928:Aconitase/3-isopropylmalate dehydratase, swivel	0	1	1	1	0	upregulated
1172	IPR015931:Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3	0	1	1	1	0	upregulated
1173	IPR015939:Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	0	1	1	1	0	upregulated
1174	IPR015943:WD40/YVTN repeat-like-containing domain	0	1	1	1	0	upregulated
1175	IPR015944:Glycine-tRNA ligase, beta subunit	0	1	1	1	0	upregulated
1176	IPR015946:K homology domain-like, alpha/beta	0	5	1	1	0	upregulated
1177	IPR015947:PUA-like domain	0	3	1	1	0	upregulated
1178	IPR015955:Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal	0	1	1	1	0	upregulated
1179	IPR015956:Penicillin-binding protein-associated	0	1	1	1	0	upregulated
1180	IPR015963:Uridylate kinase, bacteria	0	1	1	1	0	upregulated
1181	IPR015967:Recombination protein RecR, conserved site	0	1	1	1	0	upregulated
1182	IPR015991:Uncharacterised hydrolase TatD-type	0	1	1	1	0	upregulated
1183	IPR016009:tRNA methyltransferase TRMD/TRM10-type domain	0	1	1	1	0	upregulated
1184	IPR016035:Acyl transferase/acyl hydrolase/lysophospholipase	0	2	1	1	0	upregulated
1185	IPR016036:Malonyl-CoA ACP transacylase, ACP-binding	0	1	1	1	0	upregulated
1186	IPR016039:Thiolase-like	0	2	1	1	0	upregulated
1187	IPR016047:Peptidase M23	0	2	1	1	0	upregulated
1188	IPR016055:Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III	0	1	1	1	0	upregulated
1189	IPR016064:NAD kinase/diacylglycerol kinase-like domain	0	1	1	1	0	upregulated
1190	IPR016066:Alpha-D-phosphohexomutase, conserved site	0	1	1	1	0	upregulated
1191	IPR016084:Haem oxygenase-like, multi-helical	0	3	1	1	0	upregulated
1192	IPR016092:FeS cluster insertion protein	0	1	1	1	0	upregulated
1193	IPR016095:Ribosomal protein L1, 3-layer alpha/beta-sandwich	0	1	1	1	0	upregulated
1194	IPR016102:Succinyl-CoA synthetase-like	0	2	1	1	0	upregulated
1195	IPR016136:DNA helicase DnaB, N-terminal/DNA primase DnaG, C-terminal	0	1	1	1	0	upregulated
1196	IPR016142:Citrate synthase-like, large alpha subdomain	0	1	1	1	0	upregulated
1197	IPR016143:Citrate synthase-like, small alpha subdomain	0	1	1	1	0	upregulated
1198	IPR016151:DNA mismatch repair protein MutS, N-terminal	0	1	1	1	0	upregulated
1199	IPR016156:FAD/NAD-linked reductase, dimerisation domain	0	2	1	1	0	upregulated
1200	IPR016160:Aldehyde dehydrogenase, cysteine active site	0	1	1	1	0	upregulated
1201	IPR016161:Aldehyde/histidinol dehydrogenase	0	1	1	1	0	upregulated
1202	IPR016162:Aldehyde dehydrogenase N-terminal domain	0	1	1	1	0	upregulated
1203	IPR016163:Aldehyde dehydrogenase, C-terminal	0	1	1	1	0	upregulated
1204	IPR016166:FAD-binding, type 2	0	1	1	1	0	upregulated
1205	IPR016167:FAD-binding, type 2, subdomain 1	0	1	1	1	0	upregulated
1206	IPR016169:CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2	0	3	1	1	0	upregulated
1207	IPR016174:Di-haem cytochrome, transmembrane	0	2	1	1	0	upregulated
1208	IPR016180:Ribosomal protein L10e/L16	0	1	1	1	0	upregulated
1209	IPR016181:Acyl-CoA N-acyltransferase	0	1	1	1	0	upregulated
1210	IPR016185:Pre-ATP-grasp domain	0	6	1	1	0	upregulated
1211	IPR016188:PurM-like, N-terminal domain	0	2	1	1	0	upregulated
1214	IPR016195:Polymerase/histidinol phosphatase-like	0	1	1	1	0	upregulated
1215	IPR016425:4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, bacterial	0	1	1	1	0	upregulated
1216	IPR016454:Cysteine desulfurase	0	2	1	1	0	upregulated
1217	IPR016484:GTP-binding protein EngA	0	1	1	1	0	upregulated
1218	IPR016985:Uncharacterised conserved protein UCP031890, Tim44-related	0	1	1	1	0	upregulated
1219	IPR017039:Virulence factor BrkB	0	1	1	1	0	upregulated
1220	IPR017261:DNA mismatch repair protein Msh6	0	1	1	1	0	upregulated
1221	IPR017437:ATP-NAD kinase, PpnK-type, all-beta	0	1	1	1	0	upregulated
1222	IPR017438:Inorganic polyphosphate/ATP-NAD kinase, domain 1	0	1	1	1	0	upregulated
1223	IPR017440:ATP-citrate lyase/succinyl-CoA ligase, active site	0	1	1	1	0	upregulated
1224	IPR017456:CTP synthase, N-terminal	0	1	1	1	0	upregulated
1225	IPR017476:UDP-glucose/GDP-mannose dehydrogenase	0	1	1	1	0	upregulated
1226	IPR017568:3-oxoacyl-[acyl-carrier-protein] synthase 2	0	1	1	1	0	upregulated
1227	IPR017597:Pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit, subgroup y	0	1	1	1	0	upregulated
1228	IPR017665:Guanylate kinase	0	1	1	1	0	upregulated
1229	IPR017689:Outer membrane protein assembly factor BamD	0	1	1	1	0	upregulated
1230	IPR017703:YgfZ/GcvT conserved site	0	1	1	1	0	upregulated
1231	IPR017730:Chaperonin ClpB	0	1	1	1	0	upregulated
1232	IPR017850:Alkaline-phosphatase-like, core domain	0	1	1	1	0	upregulated
1233	IPR017853:Glycoside hydrolase superfamily	0	1	1	1	0	upregulated
1234	IPR017856:Integrase, N-terminal zinc-binding domain-like	0	1	1	1	0	upregulated
1235	IPR017861:Kae1/TsaD family	0	1	1	1	0	upregulated
1236	IPR017866:Succinyl-CoA synthetase, beta subunit, conserved site	0	1	1	1	0	upregulated
1237	IPR017870:FeS cluster insertion, C-terminal, conserved site	0	1	1	1	0	upregulated
1238	IPR017871:ABC transporter, conserved site	0	9	1	1	0	upregulated
1239	IPR017882:Zinc import ATP-binding protein ZnuC	0	1	1	1	0	upregulated
1240	IPR017896:4Fe-4S ferredoxin-type, iron-sulphur binding domain	0	3	1	1	0	upregulated
1241	IPR017900:4Fe-4S ferredoxin, iron-sulphur binding, conserved site	0	3	1	1	0	upregulated
1242	IPR017925:Dihydrofolate reductase conserved site	0	1	1	1	0	upregulated
1243	IPR017926:Glutamine amidotransferase	0	3	1	1	0	upregulated
1244	IPR017927:Ferredoxin reductase-type FAD-binding domain	0	1	1	1	0	upregulated
1245	IPR017932:Glutamine amidotransferase type 2 domain	0	2	1	1	0	upregulated
1246	IPR017937:Thioredoxin, conserved site	0	1	1	1	0	upregulated
1247	IPR017938:Riboflavin synthase-like beta-barrel	0	2	1	1	0	upregulated
1248	IPR017941:Rieske [2Fe-2S] iron-sulphur domain	0	1	1	1	0	upregulated
1249	IPR017945:DHBP synthase RibB-like alpha/beta domain	0	2	1	1	0	upregulated
1250	IPR017958:Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site	0	1	1	1	0	upregulated
1251	IPR018022:tRNA dimethylallyltransferase	0	1	1	1	0	upregulated
1252	IPR018027:Asn/Gln amidotransferase	0	1	1	1	0	upregulated
1253	IPR018042:Aspartate kinase, conserved site	0	1	1	1	0	upregulated
1254	IPR018044:Peptidase S11, D-alanyl-D-alanine carboxypeptidase A	0	1	1	1	0	upregulated
1255	IPR018089:Orotidine 5'-phosphate decarboxylase, active site	0	1	1	1	0	upregulated
1256	IPR018094:Thymidylate kinase	0	1	1	1	0	upregulated
1257	IPR018095:Thymidylate kinase, conserved site	0	1	1	1	0	upregulated
1258	IPR018101:Translation elongation factor Ts, conserved site	0	1	1	1	0	upregulated
1259	IPR018109:Folylpolyglutamate synthetase, conserved site	0	1	1	1	0	upregulated
1260	IPR018130:Ribosomal protein S2, conserved site	0	1	1	1	0	upregulated
1261	IPR018136:Aconitase family, 4Fe-4S cluster binding site	0	1	1	1	0	upregulated
1262	IPR018145:CagE, TrbE, VirB component of type IV transporter system, central domain	0	2	1	1	0	upregulated
1263	IPR018151:Transcription elongation factor, GreA/GreB, conserved site	0	1	1	1	0	upregulated
1264	IPR018162:Alanine-tRNA ligase, class IIc, anti-codon-binding domain	0	1	1	1	0	upregulated
1265	IPR018163:Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain	0	2	1	1	0	upregulated
1266	IPR018164:Alanyl-tRNA synthetase, class IIc, N-terminal	0	1	1	1	0	upregulated
1267	IPR018165:Alanyl-tRNA synthetase, class IIc, core domain	0	1	1	1	0	upregulated
1268	IPR018168:Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6, conserved site	0	1	1	1	0	upregulated
1269	IPR018171:Peptidyl-tRNA hydrolase, conserved site	0	1	1	1	0	upregulated
1270	IPR018181:Heat shock protein 70, conserved site	0	2	1	1	0	upregulated
1271	IPR018192:Ribosomal protein S5, N-terminal, conserved site	0	1	1	1	0	upregulated
1272	IPR018201:Beta-ketoacyl synthase, active site	0	1	1	1	0	upregulated
1273	IPR018215:ClpP, Ser active site	0	1	1	1	0	upregulated
1274	IPR018220:Adenylosuccinate synthase, GTP-binding site	0	1	1	1	0	upregulated
1275	IPR018225:Transaldolase, active site	0	1	1	1	0	upregulated
1276	IPR018236:SAICAR synthetase, conserved site	0	1	1	1	0	upregulated
1277	IPR018239:NAD-dependent DNA ligase, active site	0	1	1	1	0	upregulated
1278	IPR018253:DnaJ domain, conserved site	0	1	1	1	0	upregulated
1279	IPR018258:Ribosomal protein L21, conserved site	0	1	1	1	0	upregulated
1280	IPR018261:Ribosomal protein L27, conserved site	0	1	1	1	0	upregulated
1281	IPR018264:Ribosomal protein L33, conserved site	0	1	1	1	0	upregulated
1282	IPR018265:Ribosomal protein L35, conserved site	0	1	1	1	0	upregulated
1283	IPR018269:Ribosomal protein S13, conserved site	0	1	1	1	0	upregulated
1284	IPR018271:Ribosomal protein S14, conserved site	0	1	1	1	0	upregulated
1285	IPR018274:PEP-utilising enzyme, active site	0	1	1	1	0	upregulated
1286	IPR018275:Ribosomal protein S18, conserved site	0	1	1	1	0	upregulated
1287	IPR018280:Ribosomal protein S3, conserved site	0	1	1	1	0	upregulated
1288	IPR018298:Adrenodoxin, iron-sulphur binding site	0	1	1	1	0	upregulated
1289	IPR018312:Chromosomal replication control, initiator DnaA, conserved site	0	1	1	1	0	upregulated
1290	IPR018313:Solute-binding protein family 3, conserved site	0	1	1	1	0	upregulated
1291	IPR018316:Tubulin/FtsZ, 2-layer sandwich domain	0	1	1	1	0	upregulated
1292	IPR018320:DNA polymerase 1	0	1	1	1	0	upregulated
1293	IPR018368:ClpA/B, conserved site 1	0	2	1	1	0	upregulated
1295	IPR018375:Coproporphyrinogen III oxidase, conserved site	0	1	1	1	0	upregulated
1296	IPR018391:Pyrrolo-quinoline quinone beta-propeller repeat	0	1	1	1	0	upregulated
1297	IPR018461:Na+/H+ antiporter, NhaC-like, C-terminal	0	2	1	1	0	upregulated
1298	IPR018480:Phospho-N-acetylmuramoyl-pentapeptide transferase, conserved site	0	1	1	1	0	upregulated
1299	IPR018495:Succinate dehydrogenase, cytochrome b subunit, conserved site	0	1	1	1	0	upregulated
1300	IPR018510:Diaminopimelate epimerase, active site	0	1	1	1	0	upregulated
1301	IPR018517:tRNA-dihydrouridine synthase, conserved site	0	1	1	1	0	upregulated
1302	IPR018520:Di-trans-poly-cis-decaprenylcistransferase-like, conserved site	0	1	1	1	0	upregulated
1303	IPR018522:DNA topoisomerase, type IIA, conserved site	0	1	1	1	0	upregulated
1304	IPR018541:FtsK gamma domain	0	1	1	1	0	upregulated
1305	IPR018753:Azospirillum phage Cd, Gp10	0	1	1	1	0	upregulated
1306	IPR018948:GTP-binding protein TrmE, N-terminal	0	1	1	1	0	upregulated
1307	IPR018951:Fumarase C, C-terminal	0	1	1	1	0	upregulated
1308	IPR018964:Bacteriophage phiJL001, Gp84, C-terminal	0	1	1	1	0	upregulated
1309	IPR019228:Bacteriophage phiJL001, Gp84, N-terminal	0	1	1	1	0	upregulated
1310	IPR019288:Predicted 3'-5' exonuclease, PolB-like	0	1	1	1	0	upregulated
1311	IPR019289:Bacteriophage tail protein Gp41, putative	0	1	1	1	0	upregulated
1312	IPR019307:RNA-binding protein AU-1/Ribonuclease E/G	0	1	1	1	0	upregulated
1313	IPR019462:DNA-directed RNA polymerase, beta subunit, external 1 domain	0	1	1	1	0	upregulated
1314	IPR019468:Adenylosuccinate lyase C-terminal	0	1	1	1	0	upregulated
1315	IPR019470:Ubiquitinol-cytochrome C reductase, Fe-S subunit, TAT signal	0	1	1	1	0	upregulated
1316	IPR019479:Peroxiredoxin, C-terminal	0	1	1	1	0	upregulated
1317	IPR019489:Clp ATPase, C-terminal	0	4	1	1	0	upregulated
1318	IPR019533:Peptidase S26	0	1	1	1	0	upregulated
1319	IPR019546:Twin-arginine translocation pathway, signal sequence, bacterial/archaeal	0	1	1	1	0	upregulated
1320	IPR019554:Soluble ligand binding domain	0	1	1	1	0	upregulated
1321	IPR019574:NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding	0	1	1	1	0	upregulated
1322	IPR019575:NADH-ubiquinone oxidoreductase 51 kDa subunit, iron-sulphur binding domain	0	1	1	1	0	upregulated
1323	IPR019576:Pyridoxine 5'-phosphate oxidase, dimerisation, C-terminal	0	1	1	1	0	upregulated
1324	IPR019591:Mrp/NBP35 ATP-binding protein	0	1	1	1	0	upregulated
1325	IPR019632:Protein of unknown function DUF2497	0	1	1	1	0	upregulated
1327	IPR019740:Pyridoxamine 5'-phosphate oxidase, conserved site	0	1	1	1	0	upregulated
1328	IPR019756:Peptidase S26A, signal peptidase I, serine active site	0	1	1	1	0	upregulated
1329	IPR019757:Peptidase S26A, signal peptidase I, lysine active site	0	1	1	1	0	upregulated
1330	IPR019758:Peptidase S26A, signal peptidase I, conserved site	0	1	1	1	0	upregulated
1331	IPR019760:DNA-directed DNA polymerase, family A, conserved site	0	1	1	1	0	upregulated
1332	IPR019772:Ferrochelatase, active site	0	1	1	1	0	upregulated
1333	IPR019798:Serine hydroxymethyltransferase, pyridoxal phosphate binding site	0	1	1	1	0	upregulated
1335	IPR019808:Histidine triad, conserved site	0	1	1	1	0	upregulated
1336	IPR019810:Citrate synthase active site	0	1	1	1	0	upregulated
1337	IPR019814:Translation initiation factor 3, N-terminal	0	1	1	1	0	upregulated
1338	IPR019815:Translation initiation factor 3, C-terminal	0	1	1	1	0	upregulated
1339	IPR019818:Isocitrate/isopropylmalate dehydrogenase, conserved site	0	1	1	1	0	upregulated
1340	IPR019831:Manganese/iron superoxide dismutase, N-terminal	0	1	1	1	0	upregulated
1341	IPR019832:Manganese/iron superoxide dismutase, C-terminal	0	1	1	1	0	upregulated
1342	IPR019833:Manganese/iron superoxide dismutase, binding site	0	1	1	1	0	upregulated
1343	IPR019844:Cold-shock conserved site	0	1	1	1	0	upregulated
1344	IPR019874:Protein-(glutamine-N5) methyltransferase, release factor-specific	0	1	1	1	0	upregulated
1345	IPR019906:Ribosomal protein L6, bacterial-type	0	1	1	1	0	upregulated
1346	IPR019926:Ribosomal protein L3, conserved site	0	1	1	1	0	upregulated
1347	IPR019927:Ribosomal protein L3, bacterial/organelle-type	0	1	1	1	0	upregulated
1348	IPR019972:Ribosomal protein L14P,  conserved site	0	1	1	1	0	upregulated
1349	IPR019979:Ribosomal protein S17, conserved site	0	1	1	1	0	upregulated
1350	IPR019980:Ribosomal protein S13, bacterial-type	0	1	1	1	0	upregulated
1351	IPR019981:Ribosomal protein S11, bacterial-type	0	1	1	1	0	upregulated
1352	IPR019984:30S ribosomal protein S17	0	1	1	1	0	upregulated
1353	IPR019987:GTP-binding protein, ribosome biogenesis, YsxC	0	1	1	1	0	upregulated
1354	IPR019998:Membrane insertase YidC	0	1	1	1	0	upregulated
1355	IPR020003:ATPase, alpha/beta subunit, nucleotide-binding domain, active site	0	2	1	1	0	upregulated
1356	IPR020040:Ribosomal protein L6, alpha-beta domain	0	1	1	1	0	upregulated
1357	IPR020045:5'-3' exonuclease, C-terminal domain	0	1	1	1	0	upregulated
1358	IPR020046:5'-3' exonuclease, alpha-helical arch, N-terminal	0	1	1	1	0	upregulated
1359	IPR020053:Ribosome-binding factor A, conserved site	0	1	1	1	0	upregulated
1360	IPR020056:Ribosomal protein L25/Gln-tRNA synthetase, beta-barrel domain	0	1	1	1	0	upregulated
1361	IPR020057:Ribosomal protein L25, beta domain	0	1	1	1	0	upregulated
1362	IPR020058:Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain	0	2	1	1	0	upregulated
1363	IPR020069:Ribosomal protein L9, C-terminal	0	1	1	1	0	upregulated
1364	IPR020070:Ribosomal protein L9, N-terminal	0	1	1	1	0	upregulated
1365	IPR020084:NUDIX hydrolase, conserved site	0	1	1	1	0	upregulated
1366	IPR020095:Pseudouridine synthase I, TruA, C-terminal	0	1	1	1	0	upregulated
1367	IPR020097:Pseudouridine synthase I, TruA, alpha/beta domain	0	1	1	1	0	upregulated
1368	IPR020103:Pseudouridine synthase, catalytic domain	0	3	1	1	0	upregulated
1369	IPR020143:Uncharacterised protein family, RP436	0	1	1	1	0	upregulated
1370	IPR020396:NADH:ubiquinone oxidoreductase, 30kDa subunit, conserved site	0	1	1	1	0	upregulated
1371	IPR020476:NUDIX hydrolase	0	1	1	1	0	upregulated
1372	IPR020537:ATP synthase, F0 complex, subunit C, DCCD-binding site	0	1	1	1	0	upregulated
1373	IPR020546:ATP synthase, F1 complex, delta/epsilon subunit, N-terminal	0	1	1	1	0	upregulated
1374	IPR020549:Endoribonuclease YbeY, conserved site	0	1	1	1	0	upregulated
1375	IPR020555:2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, conserved site	0	1	1	1	0	upregulated
1376	IPR020556:Amidase, conserved site	0	1	1	1	0	upregulated
1377	IPR020557:Fumarate lyase, conserved site	0	2	1	1	0	upregulated
1378	IPR020559:Phosphoribosylglycinamide synthetase, conserved site	0	1	1	1	0	upregulated
1379	IPR020560:Phosphoribosylglycinamide synthetase, C-domain	0	1	1	1	0	upregulated
1380	IPR020561:Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	0	1	1	1	0	upregulated
1381	IPR020562:Phosphoribosylglycinamide synthetase, N-terminal	0	1	1	1	0	upregulated
1383	IPR020574:Ribosomal protein S9, conserved site	0	1	1	1	0	upregulated
1385	IPR020578:Aminotransferase class-V, pyridoxal-phosphate binding site	0	2	1	1	0	upregulated
1386	IPR020584:DNA recombination/repair protein RecA, conserved site	0	1	1	1	0	upregulated
1387	IPR020587:DNA recombination and repair protein RecA, monomer-monomer interface	0	1	1	1	0	upregulated
1388	IPR020588:DNA recombination and repair protein RecA-like, ATP-binding domain	0	2	1	1	0	upregulated
1389	IPR020590:Guanylate kinase, conserved site	0	1	1	1	0	upregulated
1390	IPR020591:Chromosomal replication control, initiator DnaA-like	0	1	1	1	0	upregulated
1391	IPR020592:Ribosomal protein S16, conserved site	0	1	1	1	0	upregulated
1392	IPR020594:Ribosomal protein L9, bacteria/chloroplast	0	1	1	1	0	upregulated
